Title,Price,Operating system,Display diagonal,Memory,Main Camera,Front Camera,Delivery,Manufacturer,Manufacturer's country,Features
Смартфон Apple iPhone 13 mini 512GB Pink,619 900 ₸,iOS,"5,4″ - 13,7 см",512 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект»
Смартфон Apple iPhone 13 mini 512GB Starlight,619 900 ₸,iOS,"5,4″ - 13,7 см",512 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект»
Смартфон Apple iPhone 13 Pro 128GB Gold,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Gold,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Gold,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Gold,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Gold,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Gold,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Gold,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Gold,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Gold,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Gold,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Gold,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Gold,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Gold,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Gold,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Gold,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Gold,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Gold,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Gold,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Gold,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Graphite,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Graphite,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Graphite,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Graphite,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Graphite,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Graphite,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Graphite,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Graphite,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Graphite,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Graphite,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Graphite,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Graphite,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Graphite,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Graphite,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Graphite,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Graphite,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Graphite,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Graphite,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Graphite,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Sierra Blue,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Sierra Blue,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Sierra Blue,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Sierra Blue,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Sierra Blue,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Sierra Blue,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Sierra Blue,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Sierra Blue,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Sierra Blue,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Sierra Blue,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Sierra Blue,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
Смартфон Apple iPhone 13 Pro 128GB Sierra Blue,619 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео
