Title,Price,Operating_system,Display_diagonal,Memory,Main_Camera,Front_Camera,Delivery,Manufacturer,Manufacturer_country,Features,Color
Смартфон Xiaomi Redmi Note 9 3/64GB Onyx Black (NFC),79890,Android 10,"6,53″ - 16,59 см",64 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,13 Мп,бесплатно,Xiaomi,Китай,"Датчик отпечатков пальцев, NFC",Черный
Смартфон Xiaomi Redmi Note 9 3/64GB Polar White,89990,Android 10,"6,53″ - 16,59 см",64 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,13 Мп,бесплатно,Xiaomi,Китай,Датчик отпечатков пальцев,Белый
Смартфон Xiaomi Redmi Note 9 3/64GB Polar White (NFC),89990,Android 10,"6,53″ - 16,59 см",64 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,13 Мп,бесплатно,Xiaomi,Китай,"Датчик отпечатков пальцев, NFC",Белый
Смартфон Xiaomi Redmi Note 9 4/128GB Forest Green,89890,Android 10,"6,53″ - 16,59 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,13 Мп,бесплатно,Xiaomi,Китай,Датчик отпечатков пальцев,Зеленый
Смартфон Xiaomi Redmi Note 9 4/128GB Midnight Grey,99990,Android 10,"6,53″ - 16,59 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,13 Мп,бесплатно,Xiaomi,Китай,Датчик отпечатков пальцев,Серый
Смартфон Xiaomi Redmi Note 9 4/128GB Midnight Grey,99990,Android 10,"6,53″ - 16,59 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,13 Мп,бесплатно,Xiaomi,Китай,"Датчик отпечатков пальцев, NFC",
Смартфон Xiaomi Redmi Note 9 4/128GB Onyx Black,99990,Android 10,"6,53″ - 16,59 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,13 Мп,бесплатно,Xiaomi,Китай,Датчик отпечатков пальцев,Черный
Смартфон Xiaomi Redmi Note 9 4/128GB Onyx Black (NFC),99990,Android 10,"6,53″ - 16,59 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,13 Мп,бесплатно,Xiaomi,Китай,"Датчик отпечатков пальцев, NFC",Черный
Смартфон Xiaomi Redmi Note 9 4/128GB Polar White (NFC),99990,Android 10,"6,53″ - 16,59 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,13 Мп,бесплатно,Xiaomi,Китай,"Датчик отпечатков пальцев, NFC",Белый
Смартфон Xiaomi Redmi Note 9 4+128GB Forest Green (NFC),89890,Android,"6,56″ - 16,6 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,13 Мп,бесплатно,Xiaomi,Китай,Высокопроизводительный процессор,
Смартфон Xiaomi Redmi Note 9S 4/64GB Glacier White,99990,Android,"6,7″ - 170,2 мм",64 GB,48 Mpx + 8 Mpx + 5 Mpx + 2 Mpx,16 Mpx,бесплатно,Xiaomi,Китай,Быстрая зарядка,Белый
Смартфон Xiaomi Redmi Note 9T 4/128 Nightfall Black,129990,Android 10,"6,53″ - 16,59 см",128 GB,48 Mpx + 2 Mpx + 2 Mpx,13 Мп,бесплатно,Xiaomi,Китай,"Тройная камера, Батарея 5000 мAh, NFC, Сканер отпечатков пальцев, Face ID",
Смартфон ZTE Blade A3 2020 1/32GB Dark Grey,27990,Android 9.0,"5,45″ - 13,8 см",32 GB,8 Mpx,5 Mpx,бесплатно,ZTE,Китай,"Поддержка бесконтактной оплаты, поддержка VoLTE",
Смартфон ZTE Blade A51 2/32Gb Dark Grey,43990,Android 11,"6,5″ - 16,51 см",32 GB,13 Mpx + 2 Mpx,5 Mpx,бесплатно,ZTE,Китай,"Поддержка бесконтактной оплаты, безрамочный дисплей, поддержка VoLTE",
Смартфон ZTE Blade A51 2/64Gb Dark Grey,44990,Android 11,"6,5″ - 16,51 см",64 GB,13 Mpx + 2 Mpx,5 Mpx,бесплатно,ZTE,Китай,"Поддержка бесконтактной оплаты, безрамочный дисплей, поддержка VoLTE",
Смартфон ZTE Blade A71 3/64Gb Blue,49990,Android 11,"6,5″ - 16,51 см",64 GB,16 Mpx + 8 Mpx + 2 Mpx,8 Mpx,бесплатно,ZTE,Китай,"Поддержка бесконтактной оплаты, безрамочный дисплей, поддержка VoLTE",
Смартфон ОРРО A15 Dynamic Black,69990,Android,"6,5″ - 16,51 см",32 GB,13 Mpx + 2Mpx + 2Mpx,5 Mpx,бесплатно,OPPO,Китай,"Память 2GB/32GB, Основная камера 13M+2M+2M, Фронтальная камера 5M, Ультратонкий Дизайн 7.9мм, 3D изогнутый корпус",Черный
Смартфон ОРРО A15 Mystery Blue,69990,Android,"6,5″ - 16,51 см",32 GB,13 Mpx + 2Mpx + 2Mpx,5 Mpx,бесплатно,OPPO,Китай,"Память 2GB/32GB, Основная камера 13M+2M+2M, Фронтальная камера 5M, Ультратонкий Дизайн 7.9мм, 3D изогнутый корпус",Голубой
Смартфон ОРРО A15s Dynamic Black,84990,Android,"6,5″ - 16,51 см",64 GB,13 Mpx + 2Mpx + 2Mpx,8 Mpx,бесплатно,OPPO,Китай,"Память 4GB/64GB, Основная камера 13M+2M+2M, Фронтальная камера 8M, Ультратонкий Дизайн 7.9мм, 3D изогнутый корпус",Черный
Смартфон ОРРО A15s Mystery Blue,84990,Android,"6,5″ - 16,51 см",64 GB,13 Mpx + 2Mpx + 2Mpx,8 Mpx,бесплатно,OPPO,Китай,"Память 4GB/64GB, Основная камера 13M+2M+2M, Фронтальная камера 8M, Ультратонкий Дизайн 7.9мм, 3D изогнутый корпус",Синий
Смартфон ОРРО A52 Twilight Black,79990,Android,"6,5″ - 16,51 см",64 GB,12Mpx + 8Mpx + 2Mpx + 2Mpx,8 Mpx,бесплатно,OPPO,Китай,"Режим таймера, Быстрый макияж, HDR",Черный
Смартфон ОРРО A53 128GB Mint Cream,109990,ColorOS 7.2 на базе Android 10,"6,5″ - 16,51 см",128 GB,13 Mpx + 2Mpx + 2Mpx,8 Mpx,бесплатно,OPPO,Китай,"6.5“ 90Hz LCD Дисплей, 1600*720Память 4GB/64GB5000 мАч большой аккумуляторБыстрая зарядка 18WСтереодинамики",Мятный
Смартфон ОРРО A53 64GB Electric Black,99990,ColorOS 7.2 на базе Android 10,"6,5″ - 16,51 см",64 GB,13 Mpx + 2Mpx + 2Mpx,8 Mpx,бесплатно,OPPO,Китай,"6.5“ 90Hz LCD Дисплей, 1600*720Память 4GB/64GB5000 мАч большой аккумуляторБыстрая зарядка 18WСтереодинамики",Черный
Смартфон ОРРО A54 4/128GB Crystal Black,129990,ColorOS 7.2 на базе Android 10,"6,5″ - 16,51 см",128 GB,13 Mpx + 2Mpx + 2Mpx,16 Mpx,бесплатно,OPPO,Китай,Быстрая зарядка 18 Вт. Оптимизированная ночная зарядка,Черный
Смартфон ОРРО A54 4/128GB Starry Blue,129990,ColorOS 7.2 на базе Android 10,"6,5″ - 16,51 см",128 GB,13 Mpx + 2Mpx + 2Mpx,16 Mpx,бесплатно,OPPO,Китай,Быстрая зарядка 18 Вт. Оптимизированная ночная зарядка,Голубой
Смартфон ОРРО A54 4/64GB Crystal Black,109990,ColorOS 7.2 на базе Android 10,"6,5″ - 16,51 см",64 GB,13 Mpx + 2Mpx + 2Mpx,16 Mpx,бесплатно,OPPO,Китай,Быстрая зарядка 18 Вт. Оптимизированная ночная зарядка,Черный
Смартфон ОРРО A54 4/64GB Starry Blue,109990,ColorOS 7.2 на базе Android 10,"6,5″ - 16,51 см",64 GB,13 Mpx + 2Mpx + 2Mpx,16 Mpx,бесплатно,OPPO,Китай,Быстрая зарядка 18 Вт. Оптимизированная ночная зарядка,Голубой
Смартфон ОРРО A72 Shining White,119990,Android,"6,5″ - 16,51 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,16 Mpx,бесплатно,OPPO,Китай,"HDR, Режим таймера, Быстрый макияж",Белый
Смартфон ОРРО A74 4/128GB Midnight Blue,139990,Android,"6,4″ - 16,3 см",128 GB,48 Mpx + 2 Mpx + 2 Mpx,16 Mpx,бесплатно,OPPO,Китай,"Память 4GB/128GB, основная камера 48M+2M+2M, процессор Snapdragon 662, быстрая зарядка 33W - 72м 100%, 30м 54%. ультра тонкий 3D дизайн 7.95мм",Синий
Смартфон ОРРО A74 4/128GB Prism Black,139990,ColorOS 11.1 на базе Android 11.0,"6,4″ - 16,3 см",128 GB,48 Mpx + 2 Mpx + 2 Mpx,16 Mpx,бесплатно,OPPO,Китай,"Память 4GB/128GB; основная камера 48M+2M+2M; процессор Snapdragon 662; быстрая зарядка 33W - 72м 100%, 30м 54%; ультра тонкий 3D дизайн 7.95мм",Черный
Смартфон ОРРО A91 Modern Red,139990,Android 9.0,"6,5″ - 16,51 см",128 GB,48 Mpx + 8 Mpx + 2 Mpx + 2 Mpx,16 Mpx,бесплатно,OPPO,Китай,Быстрая зарядка VOOC 3.0. Тонкий 3D дизайн 7.9 мм. Быстрый дисплейный сканер 3.0,Красный
Смартфон ОРРО Reno 6 Aurora,249990,ColorOS 11.1 на базе Android 11.0,"6,44″ - 16,4 см",128 GB,64 Mpx + 8 Mpx + 2 Mpx,44 Mpx,бесплатно,OPPO,Китай,"Память 8GB/128GBОсновная камера 64M+8M+2M+2MПроцессор Snapdragon 720GБыстрая зарядка 50W - 48м 100%, 30м 80%.Ультра тонкий 3D дизайн 7.95мм",Голубой
Смартфон ОРРО Reno 6 Stellar Black,249990,ColorOS 11.1 на базе Android 11.0,"6,44″ - 16,4 см",128 GB,64 Mpx + 8 Mpx + 2 Mpx,44 Mpx,бесплатно,OPPO,Китай,"Память 8GB/128GB, основная камера 64M+8M+2M+2М, процессор Snapdragon 720G, быстрая зарядка 50W - 48м 100%, 30м 80%, ультра тонкий 3D дизайн 7.95мм",Черный
Смартфон ОРРО Reno4 Lite 8/128GB Magic Blue,139990,Android 10,"6,4″ - 16,3 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,16 Mpx + 2 Mpx,бесплатно,OPPO,Китай,"Быстрая зарядка 18W. Ультратонкий Дизайн 7.5 мм. Сенсор распознавания лица. Управление жестами. Датчики: ориентации экрана, ускорения (G-sensor), цифровой компас. Портретный режим AI Super Night. Ultra Steady Video.",Голубой
Смартфон ОРРО Reno4 Lite 8/128GB Matte Black,139990,Android 10,"6,4″ - 16,3 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,16 Mpx + 2 Mpx,бесплатно,OPPO,Китай,"Быстрая зарядка 18W. Ультратонкий Дизайн 7.5 мм. Сенсор распознавания лица. Управление жестами. Датчики: ориентации экрана, ускорения (G-sensor), цифровой компас. Портретный режим AI Super Night. Ultra Steady Video.",Черный
Смартфон ОРРО Reno4 Lite 8/128GB Metallic White,139990,Android 10,"6,4″ - 16,3 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,16 Mpx + 2 Mpx,бесплатно,OPPO,Китай,"Быстрая зарядка 18W. Ультратонкий Дизайн 7.5 мм. Сенсор распознавания лица. Управление жестами. Датчики: ориентации экрана, ускорения (G-sensor), цифровой компас. Портретный режим AI Super Night. Ultra Steady Video.",Белый
Смартфон ОРРО Reno4 Pro 8/256GB Galactic Blue,249990,Android 10,"6,5″ - 16,51 см",256 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,32 Mpx,бесплатно,OPPO,Китай,"3D изогнутый 90Hz дисплей. Основная камера Sony. Супер быстрая зарядка Super VOOC 2.0 - 36м 100%, 65W мощность. Ультра тонкий 3D дизайн 7.6мм. Датчики: ориентации экрана, ускорения (G-sensor), цифровой компас. Управление жестами. Сенсор распознавания лица",Голубой
Смартфон ОРРО Reno4 Pro 8/256GB Starry Night,249990,Android 10,"6,5″ - 16,51 см",256 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,32 Mpx,бесплатно,OPPO,Китай,"3D изогнутый 90Hz дисплей. Основная камера Sony. Супер быстрая зарядка Super VOOC 2.0 - 36м 100%, 65W мощность. Ультра тонкий 3D дизайн 7.6мм. Датчики: ориентации экрана, ускорения (G-sensor), цифровой компас. Управление жестами. Сенсор распознавания лица",Черный
Смартфон ОРРО Reno5 Fantasy Silver,199990,ColorOS 11.1 на базе Android 11.0,"6,4″ - 16,3 см",128 GB,64 Mpx + 8 Mpx + 2 Mpx + 2 Mpx,44 Mpx,бесплатно,OPPO,Китай,"90Hz  HDR10 дисплей, Память 8GB/128GB, Основная камера 64M+8M+2M+2M, Процессор Snapdragon 720G, Супер быстрая зарядка 50W, Ультра тонкий 3D дизайн 7.7/7.8мм",Серебристый
Смартфон ОРРО Reno5 Lite Fantastic Purple,159990,Android 11,"6,4″ - 16,3 см",128 GB,48 Mpx + 8 Mpx + 2 Mpx + 2 Mpx,16 Mpx,бесплатно,OPPO,Китай,Память 8GB/128GB; основная камера 48M+8M+2M+2M; фронтальная камера 16М; быстрая зарядка 30W; ультратонкий дизайн 7.8мм,Фиолетовый
Смартфон ОРРО Reno5 Lite Fluid Black,159990,Android 11,"6,4″ - 16,3 см",128 GB,48 Mpx + 8 Mpx + 2 Mpx + 2 Mpx,16 Mpx,бесплатно,OPPO,Китай,Память 8GB/128GBОсновная камера 48M+8M+2M+2MФронтальная камера 16М Быстрая зарядка 30WУльтратонкий Дизайн 7.8мм,Черный
Смартфон ОРРО Reno5 Starry Black,199990,ColorOS 11.1 на базе Android 11.0,"6,4″ - 16,3 см",128 GB,64 Mpx + 8 Mpx + 2 Mpx + 2 Mpx,44 Mpx,бесплатно,OPPO,Китай,"90Hz  HDR10 дисплейПамять 8GB/128GBОсновная камера 64M+8M+2M+2MПроцессор Snapdragon 720GСупер быстрая зарядка 50W - 48м 100%, 30м 80%.Ультра тонкий 3D дизайн 7.7/7.8мм",Черный
