Title,Price,Operating_system,Display_diagonal,Memory,Main_Camera,Front_Camera,Delivery,Manufacturer,Manufacturer_country,Features,Color
Смартфон Apple iPhone 13 mini 256GB (PRODUCT)RED,494990,iOS,"5,4″ - 13,7 см",256 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект»,Красный
Смартфон Apple iPhone 13 mini 256GB Blue,494790,iOS,"5,4″ - 13,7 см",256 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект»,Синий
Смартфон Apple iPhone 13 mini 256GB Midnight,494790,iOS,"5,4″ - 13,7 см",256 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект»,Черный
Смартфон Apple iPhone 13 mini 256GB Pink,494990,iOS,"5,4″ - 13,7 см",256 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект»,Розовый
Смартфон Apple iPhone 13 mini 256GB Starlight,494790,iOS,"5,4″ - 13,7 см",256 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект»,Белый
Смартфон Apple iPhone 13 mini 512GB (PRODUCT)RED,619990,iOS,"5,4″ - 13,7 см",512 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект»,Красный
Смартфон Apple iPhone 13 mini 512GB Blue,619990,iOS,"5,4″ - 13,7 см",512 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект»,Синий
Смартфон Apple iPhone 13 mini 512GB Midnight,619990,iOS,"5,4″ - 13,7 см",512 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект»,Черный
Смартфон Apple iPhone 13 mini 512GB Pink,619900,iOS,"5,4″ - 13,7 см",512 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект»,Розовый
Смартфон Apple iPhone 13 mini 512GB Starlight,619900,iOS,"5,4″ - 13,7 см",512 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект»,Белый
Смартфон Apple iPhone 13 Pro 128GB Gold,619990,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео,Золотистый
Смартфон Apple iPhone 13 Pro 128GB Graphite,619990,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео,Серый
Смартфон Apple iPhone 13 Pro 128GB Sierra Blue,619990,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео,Голубой
Смартфон Apple iPhone 13 Pro 128GB Silver,619990,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео,Серебристый
Смартфон Apple iPhone 13 Pro 1TB Gold,929990,iOS,"6,1″ - 15,5 см",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео,Золотистый
Смартфон Apple iPhone 13 Pro 1TB Graphite,929990,iOS,"6,1″ - 15,5 см",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео,Серый
Смартфон Apple iPhone 13 Pro 1TB Sierra Blue,929990,iOS,"6,1″ - 15,5 см",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео,Голубой
Смартфон Apple iPhone 13 Pro 256GB Gold,679990,iOS,"6,1″ - 15,5 см",256 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео,Золотистый
Смартфон Apple iPhone 13 Pro 256GB Graphite,679990,iOS,"6,1″ - 15,5 см",256 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео,Серый
Смартфон Apple iPhone 13 Pro 256GB Sierra Blue,679990,iOS,"6,1″ - 15,5 см",256 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx + 12 Mpx + 12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео,Голубой
Смартфон Apple iPhone 13 Pro 256GB Silver,679990,iOS,"6,1″ - 15,5 см",256 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео,Серебристый
Смартфон Apple iPhone 13 Pro 512GB Gold,804990,iOS,"6,1″ - 15,5 см",512 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео,Золотистый
Смартфон Apple iPhone 13 Pro 512GB Graphite,804990,iOS,"6,1″ - 15,5 см",512 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео,Серый
Смартфон Apple iPhone 13 Pro 512GB Sierra Blue,804990,iOS,"6,1″ - 15,5 см",512 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Дисплей Super Retina XDR с технологией ProMotion; до 22 часов воспроизведения видео,Голубой
Смартфон Apple iPhone 13 Pro Max 128GB Gold,679990,iOS,"6,7″ - 170,2 мм",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время",Золотистый
Смартфон Apple iPhone 13 Pro Max 128GB Graphite,679990,iOS,"6,7″ - 170,2 мм",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время",Серый
Смартфон Apple iPhone 13 Pro Max 128GB Sierra Blue,679990,iOS,"6,7″ - 170,2 мм",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время",Голубой
Смартфон Apple iPhone 13 Pro Max 128GB Silver,679990,iOS,"6,7″ - 170,2 мм",128 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время",Серебристый
Смартфон Apple iPhone 13 Pro Max 1TB Gold,989990,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время",Золотистый
Смартфон Apple iPhone 13 Pro Max 1TB Graphite,989990,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время",Серый
Смартфон Apple iPhone 13 Pro Max 1TB Sierra Blue,989990,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время",Голубой
Смартфон Apple iPhone 13 Pro Max 1TB Silver,989990,iOS,"6,7″ - 170,2 мм",1 TB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время",Серебристый
Смартфон Apple iPhone 13 Pro Max 256GB Gold,744990,iOS,"6,7″ - 170,2 мм",256 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время",Золотистый
Смартфон Apple iPhone 13 Pro Max 256GB Sierra Blue,744990,iOS,"6,7″ - 170,2 мм",256 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время",Голубой
Смартфон Apple iPhone 13 Pro Max 256GB Silver,744990,iOS,"6,7″ - 170,2 мм",256 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время",Серебристый
Смартфон Apple iPhone 13 Pro Max 512GB Gold,864990,iOS,"6,7″ - 170,2 мм",512 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время",Золотистый
Смартфон Apple iPhone 13 Pro Max 512GB Graphite,864990,iOS,"6,7″ - 170,2 мм",512 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время",Серый
Смартфон Apple iPhone 13 Pro Max 512GB Sierra Blue,864990,iOS,"6,7″ - 170,2 мм",512 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время",Голубой
Смартфон Apple iPhone 13 Pro Max 512GB Silver,864990,iOS,"6,7″ - 170,2 мм",512 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время",Серебристый
Смартфон Apple iPhone SE 128GB 2020 (PRODUCT)RED,259890,iOS 13,"4,7″ - 11,9 см",128 GB,12 Mpx,7 Mpx,бесплатно,Apple,Китай,Технология Smart HDR нового поколения для невероятной детализации даже в светлых и тёмных областях кадра,Красный
Смартфон Apple iPhone SE 128GB 2020 Black Slim Box,259890,iOS 13,"4,7″ - 11,9 см",128 GB,12 Mpx,7 Mpx,бесплатно,Apple,Китай,Технология Smart HDR нового поколения для невероятной детализации даже в светлых и тёмных областях кадра,Черный
Смартфон Apple iPhone SE 128GB 2020 White Slim Box,259890,iOS 13,"4,7″ - 11,9 см",128 GB,12 Mpx,7 Mpx,бесплатно,Apple,Китай,Технология Smart HDR нового поколения для невероятной детализации даже в светлых и тёмных областях кадра,Белый
Смартфон Apple iPhone SE 64GB 2020 (PRODUCT)RED,229890,iOS 13,"4,7″ - 11,9 см",64 GB,12 Mpx,7 Mpx,бесплатно,Apple,Китай,Технология Smart HDR нового поколения для невероятной детализации даже в светлых и тёмных областях кадра,Красный
Смартфон Apple iPhone SE 64GB 2020 (PRODUCT)RED Slim Box,229890,iOS 13,"4,7″ - 11,9 см",64 GB,12 Mpx,7 Mpx,бесплатно,Apple,Китай,Технология Smart HDR нового поколения для невероятной детализации даже в светлых и тёмных областях кадра,Красный
Смартфон Apple iPhone SE 64GB 2020 Black,229890,iOS 13,"4,7″ - 11,9 см",64 GB,12 Mpx,7 Mpx,бесплатно,Apple,Китай,Технология Smart HDR нового поколения для невероятной детализации даже в светлых и тёмных областях кадра,Черный
Смартфон Apple iPhone SE 64GB 2020 Black Slim Box,229890,iOS 13,"4,7″ - 11,9 см",64 GB,12 Mpx,7 Mpx,бесплатно,Apple,Китай,Технология Smart HDR нового поколения для невероятной детализации даже в светлых и тёмных областях кадра,Черный
Смартфон Apple iPhone SE 64GB 2020 White,229890,iOS 13,"4,7″ - 11,9 см",64 GB,12 Mpx,7 Mpx,бесплатно,Apple,Китай,Технология Smart HDR нового поколения для невероятной детализации даже в светлых и тёмных областях кадра,Белый
Смартфон Apple iPhone SE 64GB 2020 White Slim Box,229890,iOS 13,"4,7″ - 11,9 см",64 GB,12 Mpx,7 Mpx,бесплатно,Apple,Китай,Технология Smart HDR нового поколения для невероятной детализации даже в светлых и тёмных областях кадра,Белый
Смартфон Apple iPhone XR 128GB (PRODUCT) RED,344890,iOS 12,"6,1″ - 15,5 см",128 GB,12 Mpx,7 Mpx,бесплатно,Apple,Китай,Face ID,Красный
Смартфон Apple iPhone XR 128GB (PRODUCT) RED Slim Box,344890,iOS 12,"6,1″ - 15,5 см",128 GB,12 Mpx,7 Mpx,бесплатно,Apple,Китай,Face ID,Красный
Смартфон Apple iPhone XR 128GB Black Slim Box,319790,iOS 12,"6,1″ - 15,5 см",128 GB,12 Mpx,7 Mpx,бесплатно,Apple,Китай,Face ID,Черный
Смартфон Apple iPhone XR 128GB White Slim Box,344890,iOS 12,"6,1″ - 15,5 см",128 GB,12 Mpx,7 Mpx,бесплатно,Apple,Китай,Face ID,Белый
Смартфон Apple iPhone XR 64GB (PRODUCT) RED,314890,iOS 12,"6,1″ - 15,5 см",64 GB,12 Mpx,7 Mpx,бесплатно,Apple,Китай,Face ID,Красный
Смартфон Apple iPhone XR 64GB (PRODUCT) RED Slim Box,279790,iOS 12,"6,1″ - 15,5 см",64 GB,12 Mpx,7 Mpx,бесплатно,Apple,Китай,Face ID,Красный
Смартфон Apple iPhone XR 64GB Black Slim Box,279790,iOS 12,"6,1″ - 15,5 см",64 GB,12 Mpx,7 Mpx,бесплатно,Apple,Китай,Face ID,Черный
Смартфон Apple iPhone XR 64GB White Slim Box,314890,iOS 12,"6,1″ - 15,5 см",64 GB,12 Mpx,7 Mpx,бесплатно,Apple,Китай,Face ID,Белый
Смартфон Apple iPhone13 Pro Max 256GB Graphite,744990,iOS,"6,7″ - 170,2 мм",256 GB,12 Mpx + 12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,"Грандиозный апгрейд камер Pro, режим «Киноэффект» делает из видео настоящее кино, дисплей Super Retina XDR с технологией ProMotion для более быстрого и плавного взаимодействия, A15 Bionic — самый быстрый чип для iPhone, прочный корпус и самое долгое время",Серый
Смартфон BQ 5016G Choice Black,27990,Android 9.0,"5″ - 12,7 см",16 GB,5 Mpx,2 Mpx,бесплатно,BQ,Китай,"4-ядерный процессор, Face Unlock, яркий экран, черная крышка с шершавой текстурой",Черный
Смартфон BQ 5047L Like Black,22990,Android 10,"5″ - 12,7 см",8 GB,5 Mpx,2 Mpx,бесплатно,BQ,Китай,Самый доступный смартфон с 4G/LTE,Черный
Смартфон BQ 5047L Like Red,22900,Android 10,"5″ - 12,7 см",8 GB,5 Mpx,2 Mpx,бесплатно,BQ,Китай,Самый доступный смартфон с 4G/LTE,Красный
Смартфон BQ 5745L Clever Black,32990,Android 10,"5,7″ - 14,48 см",32 GB,5 Mpx,2 Mpx,бесплатно,BQ,Китай,"Мощный 8-ядерный процессор, большой IPS экран , Face Unlock, батарея с оптимальной емкостью 2700 мАч, аккумулятор с функцией Powerbank, разнообразие цветовых решений",Черный
Смартфон BQ 5745L Clever Red,32990,Android 10,"5,7″ - 14,48 см",32 GB,5 Mpx,2 Mpx,бесплатно,BQ,Китай,"Мощный 8-ядерный процессор, большой IPS экран , Face Unlock, батарея с оптимальной емкостью 2700 мАч, аккумулятор с функцией Powerbank, разнообразие цветовых решений",Красный
Смартфон BQ 6030G Practic Black,32990,Android 10,"5,99"" - 15,2 см",32 GB,8 Mpx + 0.3 Mpx,2 Mpx,бесплатно,BQ,Китай,"Большой и яркий экран, двойная основная камера, емкий аккумулятор, датчик отпечатков пальцев",Черный
Смартфон BQ 6630L Magic L Black,49990,Android 10,"6,53″ - 16,59 см",32 GB,"12 Mpx + 0,3 Mpx",8 Mpx,бесплатно,BQ,Китай,"Большой IPS экран 6.53"", ёмкая батарея 4920 мАч, двойная основная камера, 8 - ядерный процессор, LTE, бесконтактные платежи (NFC)",Черный
Смартфон BQ 6630L Magic L Red,49990,Android 10,"6,53″ - 16,59 см",32 GB,"12 Mpx + 0,3 Mpx",8 Mpx,бесплатно,BQ,Китай,"Большой IPS экран 6.53"", ёмкая батарея 4920 мАч, двойная основная камера, 8 - ядерный процессор, LTE, бесконтактные платежи (NFC)",Красный
Смартфон BQ 6631G Surf Black,35990,Android 10,"6,53″ - 16,59 см",16 GB,8 Mpx + 0.3 Mpx,2 Mpx,бесплатно,BQ,Китай,"Большой экран, корпус с зеркальным эффектом, фронтальная камера в вырезе V-Notch",
Смартфон HTC Wildfire E1 Plus Blue,54990,Android 9 Pie,"6,08″ - 15,44 см",32 GB,16 Mpx,5 Mpx,бесплатно,HTC,Китай,Датчик внешней освещенности. Датчик приближения G-сенсор. Компас.,Синий
Смартфон Huawei Nova 5T Crush blue,179890,EMUI 9.1 (на базе Android 9),"6,26″ - 15,9 см",128 GB,48 Mpx + 16 Mpx + 2 Mpx + 2Mpx,32 Mpx,бесплатно,Huawei,Китай,"8-ядерный процнссор HUAWEI Kirin 980, основная камера 48 МП",Синий
Смартфон Huawei P Smart 2019 Aurora Blue,79890,Android 9.0,"6,21″ - 15,7 см",32 GB,13 Mpx + 2 Mpx,12 Mpx + 12 Mpx + 16 Mpx,бесплатно,Huawei,Китай,"HDR, Быстрый макияж",Синий
Смартфон Huawei P Smart 2019 Midnight Black,79890,Android 9.0,"6,21″ - 15,7 см",32 GB,13 Mpx + 2 Mpx,16 Mpx,бесплатно,Huawei,Китай,"HDR, Быстрый макияж",Черный
Смартфон Huawei P smart 2021 Crush Green,99890,,"6,67"" - 16,94 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,8 Mpx,бесплатно,Huawei,Китай,"Face ID, Touch ID, NFC, Четыре камеры",Зеленый
Смартфон Huawei P smart 2021 Midnight Black,99890,,"6,67"" - 16,94 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,8 Mpx,бесплатно,Huawei,Китай,"Face ID, Touch ID, NFC, Четыре камеры",Черный
Смартфон Huawei P30 Aurora,207890,Android 9.0,"6,1″ - 15,5 см",128 GB,40 Mpx + 16 Mpx + 8 Mpx,32 Mpx,бесплатно,Huawei,Китай,"NFC, OTG, Смартфон с 4G, Смартфон с двумя SIM-картами",Синий
Смартфон Huawei P30 Breathing Crystal,207890,Android 9.0,"6,1″ - 15,5 см",128 GB,40 Mpx + 16 Mpx + 8 Mpx,32 Mpx,бесплатно,Huawei,Китай,"NFC, OTG, Смартфон с 4G, Смартфон с двумя SIM-картами",Голубой
Смартфон Huawei P30 Lite 128GB Peacock Blue,109890,Android 9.0,"6,1″ - 15,5 см",128 GB,24 Mpx + 8 Mpx + 2 Mpx,32 Mpx,бесплатно,Huawei,Китай,"NFC, Гироскоп, Пыле- /влагозащита, Смартфон с двумя SIM-картами, Тройная камера",Бирюзовый
Смартфон Huawei P30 Pro Aurora,289890,Android 9.0,"6,5″ - 16,51 см",256 GB,40 Mpx+20 Mpx+8 Mpx,32 Mpx,бесплатно,Huawei,Китай,"NFC, Пыле- /влагозащита, Смартфон с двумя SIM-картами, Смартфон с большим аккумулятором, Тройная камера, Безрамочный",Синий
Смартфон Huawei P30 Pro Breathing Crystal,289890,Android 9.0,"6,5″ - 16,51 см",256 GB,40 Mpx+20 Mpx+8 Mpx,32 Mpx,бесплатно,Huawei,Китай,"NFC, Пыле- /влагозащита, Смартфон с двумя SIM-картами, Смартфон с большим аккумулятором, Тройная камера, Безрамочный",Голубой
Смартфон Huawei P40 Black,349890,EMUI 10.1 (на базе Android 10),"6,1″ - 15,5 см",128 GB,50 Mpx + 16 Mpx + 8 Mpx,32 Mpx,бесплатно,Huawei,Китай,"процессор с поддержкой 5G, поддержка 30 кратного зума, 3 кратный оптический зум, 32Мп селфи камера, wifi версия 6,технология AI Golden Snap",
Смартфон Huawei P40 Lite E Aurora Blue,89890,EMUI 9.1 (на базе Android 9),"6,39″ - 16,2 см",64 GB,48 Мп + 8 Мп + 2 Мп,8 Mpx,бесплатно,Huawei,Китай,"Тройная камера с искусственным интеллектом 48Mpx, возможность ночной съёмки, ёмкий аккумулятор 4000Mah, память 64Гб",Небесно-голубой
Смартфон Huawei P40 Lite E Midnight Black,89890,EMUI 10.1 (на базе Android 10),"6,39″ - 16,2 см",64 GB,48 Мп + 8 Мп + 2 Мп,8 Mpx,бесплатно,Huawei,Китай,"Тройная камера с искусственным интеллектом 48Mpx, возможность ночной съёмки, ёмкий аккумулятор 4000Mah, память 64Гб",Черный
Смартфон Huawei P40 Lite Midnight Black,129890,EMUI 10.1 (на базе Android 10),"6,4″ - 16,3 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,16 Mpx,бесплатно,Huawei,Китай,"Квадрокамера на 48 Мп, технология быстрой зарядки Supercharge 40Ватт, встроенная память 6+128, новый процессор Kirin 810 на 7нм, ёмкий аккумулятор на 4200MAh",Черный
Смартфон Huawei P40 Lite Midnight Crush Green,129890,EMUI 10.1 (на базе Android 10),"6,4″ - 16,3 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,16 Mpx,бесплатно,Huawei,Китай,"Квадрокамера на 48 Мп, технология быстрой зарядки Supercharge 40Ватт, встроенная память 6+128, новый процессор Kirin 810 на 7нм, ёмкий аккумулятор на 4200MAh",Зеленый
Смартфон Huawei P40 Lite Sakura Pink,129890,EMUI 10.1 (на базе Android 10),"6,4″ - 16,3 см",128 GB,48 Мп + 8 Мп + 2 Мп + 2 Мп,16 Mpx,бесплатно,Huawei,Китай,"Квадрокамера на 48 Мп, технология быстрой зарядки Supercharge 40Ватт, встроенная память 6+128, новый процессор Kirin 810 на 7нм, ёмкий аккумулятор на 4200MA",Розовый
Смартфон Huawei Y5P Midnight Black,59890,Android 10,"5,45″ - 13,8 см",32 GB,8 Mpx,5 Mpx,бесплатно,Huawei,Китай,"32Гб встроенный памяти, разблокировка с помощью лица, двойная 8Мп HD камера, последняя версия оболочки EMUI 10.1",Черный
Смартфон Huawei Y5P Mint Green,59890,Android 10,"5,45″ - 13,8 см",32 GB,8 Mpx,5 Mpx,бесплатно,Huawei,Китай,"32Гб встроенный памяти, разблокировка с помощью лица, двойная 8Мп HD камера, последняя версия оболочки EMUI 10.1",
Смартфон Huawei Y6 2019 32GB Sapphire Blue,49890,Android 9.0,"6″ - 15,2 см",32 GB,13 Mpx,8 Mpx,бесплатно,Huawei,Китай,"Всю лицевую панель прикрывает защитное 2,5D-стекло.",Голубой
Смартфон Huawei Y6P Phantom Purple,89890,EMUI 10.1 (на базе Android 10),"6,3″ - 16 см",64 GB,13 Mpx + 5 Mpx + 2 Mpx,8 Мп,бесплатно,Huawei,Китай,"Ёмкий аккамулятор 5000mAh, тройная основная камера 13Мп, объём памяти 64гб, автономный FM радио без наушников",Фиолетовый
Смартфон Huawei Y6S 64GB Orchid Blue,69890,Android 9.0,"6,09'' - 15,4 см",64 GB,13 Mpx,8 Mpx,бесплатно,Huawei,Китай,"Светосила 1.8, ночной режим, встроенный сканер. Датчики: ориентации дисплея, освещённости, приближения",Синий
Смартфон Huawei Y6S 64GB Starry Black,69890,Android 9.0,"6,09'' - 15,4 см",64 GB,13 Mpx,8 Mpx,бесплатно,Huawei,Китай,"Светосила 1.8, ночной режим, встроенный сканер. Датчики: ориентации дисплея, освещённости, приближения",Черный
Смартфон Huawei Y8P Breathing Crystal,109890,Android 10,"6,3″ - 16 см",128 GB,48 Мп + 8 Мп + 2 Мп,16 Mpx,бесплатно,Huawei,Китай,"Основная 48Мп камера, большой объём памяти 1289гб, OLED display, встроенный отпечаток пальца в экран, ультраширокоугольная камера на 120 градусов",Светло-голубой
Смартфон Huawei Y8P Midnight Black,94890,EMUI 10.1 (на базе Android 10),"6,3″ - 16 см",128 GB,48 Мп + 8 Мп + 2 Мп,16 Mpx,бесплатно,Huawei,Китай,"Основная 48Мп камера, большой объём памяти 1289гб, OLED display, встроенный отпечаток пальца в экран, ультраширокоугольная камера на 120 градусов",Черный
Смартфон Huawei Y9 Prime 2019 Midnight Black,104890,Android 9.0,"6,59″ - 16,74 см",128 GB,16 Mpx + 8 Mpx + 2 Mpx,16 Mpx,бесплатно,Huawei,Китай,"Считывание отпечатка пальца, голосовой набор, голосовое управление",Черный
Смартфон INOI 7 2020 Sky Blue,44490,Android 9.0,6.22″ - 15.79 см,16 GB,8 Mpx,5 Mpx,бесплатно,INOI,Китай,"Дисплей HD IPS Incell. Тонкий корпус 8,8 мм. Датчики: акселерометр, датчик приближения, датчик освещенности, GPS, A-GPS, ГЛОНАСС. Звук Hi-Res Audio. Сканер лица",Синий
Смартфон Nokia 1.4 TA-1322 2/32GB Blue,49990,Android 10,"6,5″ - 16,51 см",32 GB,8 Mpx + 2 Mpx,5 Mpx,бесплатно,Nokia,Китай,"Защитное стекло:2.5D Panda с автофокусом. Разблокировка по лицу. Датчики: ориентации экрана, ускорения (G-sensor), цифровой компас. Сканера отпечатка пальца на задней стороне панели.",Синий
